ticker,title,sic_code,sic_description
FNMAJ,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies
COCSF,COCA COLA FEMSA SAB DE CV,2086,Bottled & Canned Soft Drinks & Carbonated Waters
TELNF,TELENOR ASA,4813,Telephone Communications (No Radiotelephone)
XPNGF,XPENG INC.,3711,Motor Vehicles & Passenger Car Bodies
Z,ZILLOW GROUP INC.,7389,"Services-Business Services, NEC"
STT-PG,STATE STREET CORP,6022,State Commercial Banks
PGPEF,PUBLICIS GROUPE SA,7311,Services-Advertising Agencies
WLMIF,WILMAR INTERNATIONAL LTD,,
EJPRF,EAST JAPAN RAILWAY CO /FI,,
HIG-PG,HARTFORD INSURANCE GROUP INC.,6331,"Fire, Marine & Casualty Insurance"
FWONB,LIBERTY MEDIA CORP,4833,Television Broadcasting Stations
FNMAH,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies
NWS,NEWS CORP,2711,Newspapers: Publishing or  Publishing & Printing
POAHF,PORSCHE AUTOMOBIL HOLDING SE / ADR,,
RKLIF,RENTOKIL INITIAL PLC /FI,8741,Services-Management Services
NRSCF,NOMURA HOLDINGS INC,6211,"Security Brokers, Dealers & Flotation Companies"
HRNNF,HYDRO ONE LTD,4911,Electric Services
OMVJF,OMV AKTIENGESELLSCHAFT /FI,8880,American Depositary Receipts
NIOIF,NIO INC.,3711,Motor Vehicles & Passenger Car Bodies
JHIUF,JAMES HARDIE INDUSTRIES PLC,3272,"Concrete Products, Except Block & Brick"
SPXSF,SPIRAX-SARCO ENGINEERING PLC/ADR,8880,American Depositary Receipts
RYLPF,KONINKLIJKE PHILIPS NV,3844,X-Ray Apparatus & Tubes & Related Irradiation Apparatus
AMCCF,AMCOR PLC,3990,Miscellaneous Manufacturing Industries
FAXXF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,6331,"Fire, Marine & Casualty Insurance"
SURDF,SUMITOMO REALTY & DEVELOPMENT CO. LTD./ADR,,
BIO-B,BIO-RAD LABORATORIES INC.,3826,Laboratory Analytical Instruments
CHEAF,CHINA EASTERN AIRLINES CORP LTD,4512,"Air Transportation, Scheduled"
CHKIF,CHINA SOUTHERN AIRLINES CO LTD,4512,"Air Transportation, Scheduled"
ADTTF,ADVANTEST CORP,3674,Semiconductors & Related Devices
KEY-PJ,KEYCORP /NEW/,6021,National Commercial Banks
KEY-PK,KEYCORP /NEW/,6021,National Commercial Banks
TEVJF,TEVA PHARMACEUTICAL INDUSTRIES LTD,2834,Pharmaceutical Preparations
SSMXF,SYSMEX CORPORATION/ADR,8880,American Depositary Receipts
CRERF,CARREFOUR SA,,
SOAGY,SARTORIUS AG/ADR,,
JBARF,JULIUS BAER GROUP LTD.,,
SGIOF,SHIONOGI & CO LTD,8880,American Depositary Receipts
NLY-PG,ANNALY CAPITAL MANAGEMENT INC,6798,Real Estate Investment Trusts
FRFFF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,6331,"Fire, Marine & Casualty Insurance"
PTPIF,PT CHANDRA ASRI PETROCHEMICAL TBK/ADR,8880,American Depositary Receipts
NLY-PF,ANNALY CAPITAL MANAGEMENT INC,6798,Real Estate Investment Trusts
NVZMF,NOVOZYMES AS/FI,,
APO-PA,APOLLO GLOBAL MANAGEMENT INC.,6282,Investment Advice
KEY-PI,KEYCORP /NEW/,6021,National Commercial Banks
FNGD,BANK OF MONTREAL /CAN/,6029,"Commercial Banks, NEC"
GFIOF,GOLD FIELDS LTD,1040,Gold and Silver Ores
FRFXF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,6331,"Fire, Marine & Casualty Insurance"
BF-B,BROWN FORMAN CORP,2080,Beverages
NCSYF,NICE LTD.,7372,Services-Prepackaged Software
ACGLO,ARCH CAPITAL GROUP LTD.,6331,"Fire, Marine & Casualty Insurance"
SVYSF,SOLVAY S A /ADR/,,
GELYF,GEELY AUTOMOBILE HOLDINGS LIMITED/ADR,,
WSO-B,WATSCO INC,5070,Wholesale-Hardware & Plumbing & Heating Equipment & Supplies
FMCQF,FRESENIUS MEDICAL CARE AG,8090,"Services-Misc Health & Allied Services, NEC"
MAA-PI,MID AMERICA APARTMENT COMMUNITIES INC.,6798,Real Estate Investment Trusts
LBRDB,LIBERTY BROADBAND CORP,4841,Cable & Other Pay Television Services
RF-PC,REGIONS FINANCIAL CORP,6021,National Commercial Banks
SNNUF,SMITH & NEPHEW PLC,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies"
LBRDK,LIBERTY BROADBAND CORP,4841,Cable & Other Pay Television Services
BZLFF,BUNZL PLC,5141,"Wholesale-Groceries, General Line"
ALMMF,ALUMINUM CORP OF CHINA LTD,3334,Primary Production of  Aluminum
ICHGF,INTERCONTINENTAL HOTELS GROUP PLC /NEW/,7011,Hotels & Motels
ERRAF,EMERA INC,4911,Electric Services
UHAL-B,U-HAUL HOLDING CO /NV/,7510,Services-Auto Rental & Leasing (No Drivers)
TAP-A,MOLSON COORS BEVERAGE CO,2082,Malt Beverages
DQJCF,DON QUIJOTE HOLDINGS CO LTD,8880,American Depositary Receipts
PBNNF,PT BANK NEGARA INDONESIA (PERSERO) TBK/ADR,,
WPPGF,WPP PLC,7311,Services-Advertising Agencies
FMCKI,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
NNGPF,NN GROUP NV/ADR,,
AOMFF,ALSTOM,3621,Motors & Generators
GPAEF,PACIFIC AIRPORT GROUP,4581,"Airports, Flying Fields & Airport Terminal Services"
MNBEF,MINEBEA MITSUMI INC.,3670,Electronic Components & Accessories
KIKOF,KIKKOMAN CORP,,
AEGOF,AEGON LTD.,6311,Life Insurance
CUKPF,CARNIVAL PLC,4400,Water Transportation
FREJO,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
YAMHF,YAMAHA MOTOR CO. LTD.,8880,American Depositary Receipts
GLIBB,GCI LIBERTY INC.,4841,Cable & Other Pay Television Services
FMCCI,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
NDEKF,NITTO DENKO CORP / ADR/,8880,American Depositary Receipts
ASRMF,SOUTHEAST AIRPORT GROUP,4581,"Airports, Flying Fields & Airport Terminal Services"
RDEIF,RED ELECTRICA CORPORACION SA/ADR,,
JGSHF,JG SUMMIT HOLDINGS INC./ADR,8880,American Depositary Receipts
LBTYB,LIBERTY GLOBAL LTD.,4841,Cable & Other Pay Television Services
UEPCN,UNION ELECTRIC CO,4911,Electric Services
CXMSF,CEMEX SAB DE CV,3241,"Cement, Hydraulic"
SAPIF,SAPUTO INC./ADR,,
OUKPF,OUTOTEC OYJ,,
AGNCM,AGNC INVESTMENT CORP.,6798,Real Estate Investment Trusts
AGNCN,AGNC INVESTMENT CORP.,6798,Real Estate Investment Trusts
PSORF,PEARSON PLC,2731,Books: Publishing or  Publishing & Printing
MYTHY,MYTILINEOS HOLDINGS S.A.,,
RZB,REINSURANCE GROUP OF AMERICA INC,6311,Life Insurance
FRT-PC,FEDERAL REALTY INVESTMENT TRUST,6798,Real Estate Investment Trusts
SBYSF,SIBANYE STILLWATER LTD,1040,Gold and Silver Ores
DINRF,SCREEN HOLDINGS CO. LTD./ADR,,
UEPEO,UNION ELECTRIC CO,4911,Electric Services
UEPEP,UNION ELECTRIC CO,4911,Electric Services
PSNYW,POLESTAR AUTOMOTIVE HOLDING UK PLC,3711,Motor Vehicles & Passenger Car Bodies
SASOF,SASOL LTD,1311,Crude Petroleum & Natural Gas
VNORP,VORNADO REALTY TRUST,6798,Real Estate Investment Trusts
AMH-PH,AMERICAN HOMES 4 RENT,6798,Real Estate Investment Trusts
THNPY,TECHNIP ENERGIES N.V.,8711,Services-Engineering Services
AMH-PG,AMERICAN HOMES 4 RENT,6798,Real Estate Investment Trusts
GS-PC,GOLDMAN SACHS GROUP INC,6211,"Security Brokers, Dealers & Flotation Companies"
OSCUF,JAPAN EXCHANGE GROUP INC./ADR,,
LIFX,LIFE360 INC.,7374,Services-Computer Processing & Data Preparation
ATH-PA,ATHENE HOLDING LTD.,6311,Life Insurance
VNO-PL,VORNADO REALTY TRUST,6798,Real Estate Investment Trusts
UEPCP,UNION ELECTRIC CO,4911,Electric Services
VNO-PM,VORNADO REALTY TRUST,6798,Real Estate Investment Trusts
RKUNF,RAKUTEN GROUP INC.,,
RNR-PF,RENAISSANCERE HOLDINGS LTD,6331,"Fire, Marine & Casualty Insurance"
UEPEM,UNION ELECTRIC CO,4911,Electric Services
UEPEN,UNION ELECTRIC CO,4911,Electric Services
KIM-PM,KIMCO REALTY CORP,6798,Real Estate Investment Trusts
BLBLF,BILIBILI INC.,7374,Services-Computer Processing & Data Preparation
VOYA-PB,VOYA FINANCIAL INC.,6311,Life Insurance
GIFLF,GRIFOLS SA,2834,Pharmaceutical Preparations
PADEF,ADARO ENERGY PT/ADR/,8880,American Depositary Receipts
GIFOF,GRIFOLS SA,2834,Pharmaceutical Preparations
KIM-PL,KIMCO REALTY CORP,6798,Real Estate Investment Trusts
MSUXF,MISUMI GROUP INC./ADR,,
JCYCF,JARDINE CYCLE & CARRIAGE LTD.,8880,American Depositary Receipts
DSECF,DAIWA SECURITIES GROUP INC.,8880,American Depositary Receipts
CMSA,CMS ENERGY CORP,4931,Electric & Other Services Combined
SLG-PI,SL GREEN REALTY CORP,6798,Real Estate Investment Trusts
CIG-C,ENERGY CO OF MINAS GERAIS,4911,Electric Services
FANUF,FANUC LTD,,
BCUCF,BRUNELLO CUCINELLI S.P.A./ADR,,
KAKKF,KAWASAKI KISEN KAISHA LTD,8880,American Depositary Receipts
GIKLY,GRIFOLS SA,2834,Pharmaceutical Preparations
PCG-PA,PG&E CORP,4931,Electric & Other Services Combined
BRFS,BRF S.A.,2011,Meat Packing Plants
QBCRF,QUEBECOR MEDIA INC,4841,Cable & Other Pay Television Services
CWEN-A,CLEARWAY ENERGY INC.,4911,Electric Services
OAK-PB,BROOKFIELD OAKTREE HOLDINGS LLC,6282,Investment Advice
QBCAF,QUEBECOR MEDIA INC,4841,Cable & Other Pay Television Services
MRRTY,MARFRIG GLOBAL FOODS S.A.,,
JSM,NAVIENT CORP,6211,"Security Brokers, Dealers & Flotation Companies"
UNMA,UNUM GROUP,6321,Accident & Health Insurance
EPR-PG,EPR PROPERTIES,6798,Real Estate Investment Trusts
SNV-PD,SYNOVUS FINANCIAL CORP,6021,National Commercial Banks
SLFPF,STANDARD LIFE PLC,,
PCG-PB,PG&E CORP,4931,Electric & Other Services Combined
BPOPO,POPULAR INC.,6022,State Commercial Banks
HGMCF,HARMONY GOLD MINING CO LTD,1040,Gold and Silver Ores
ZLDPF,ZEALAND PHARMA A/S/ADR,,
PHTCF,PLDT INC.,4813,Telephone Communications (No Radiotelephone)
HOYFF,HUHTAMAKI OYJ/ADR,,
PCG-PE,PG&E CORP,4931,Electric & Other Services Combined
ATGFF,ALTAGAS LTD.,1311,Crude Petroleum & Natural Gas
PPENF,PAMPA ENERGY INC.,4911,Electric Services
GAB-PG,GABELLI EQUITY TRUST INC,,
BHFAL,BRIGHTHOUSE FINANCIAL INC.,6311,Life Insurance
PCG-PD,PG&E CORP,4931,Electric & Other Services Combined
PCG-PC,PG&E CORP,4931,Electric & Other Services Combined
FNMFN,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies
PCG-PH,PG&E CORP,4931,Electric & Other Services Combined
TKAYF,JUST EAT TAKEAWAY.COM N.V.,7389,"Services-Business Services, NEC"
FURCF,FORVIA SE/ADR,,
RUSHB,RUSH ENTERPRISES INC \TX\,5500,Retail-Auto Dealers & Gasoline Stations
PCG-PG,PG&E CORP,4931,Electric & Other Services Combined
GAERF,CENTRAL NORTH AIRPORT GROUP,4581,"Airports, Flying Fields & Airport Terminal Services"
AXS-PE,AXIS CAPITAL HOLDINGS LTD,6331,"Fire, Marine & Casualty Insurance"
DTW,DTE ENERGY CO,4911,Electric Services
SR-PA,SPIRE INC,4924,Natural Gas Distribution
DFRYF,DUFRY AG/ADR,8880,American Depositary Receipts
PCG-PI,PG&E CORP,4931,Electric & Other Services Combined
LBTYK,LIBERTY GLOBAL LTD.,4841,Cable & Other Pay Television Services
REXR-PB,REXFORD INDUSTRIAL REALTY INC.,6798,Real Estate Investment Trusts
TCMFF,TELECOM ARGENTINA SA,4813,Telephone Communications (No Radiotelephone)
SLMBP,SLM CORP,6141,Personal Credit Institutions
DLAKF,DEUTSCHE LUFTHANSA A G /FI,,
SF-PB,STIFEL FINANCIAL CORP,6211,"Security Brokers, Dealers & Flotation Companies"
THNPF,TECHNIP ENERGIES N.V.,8711,Services-Engineering Services
ROYMY,ROYAL MAIL PLC/ADR,,
TWO-PC,TWO HARBORS INVESTMENT CORP.,6798,Real Estate Investment Trusts
PBI-PB,PITNEY BOWES INC /DE/,3579,"Office Machines, NEC"
AKO-B,ANDINA BOTTLING CO INC,2086,Bottled & Canned Soft Drinks & Carbonated Waters
JTKWY,JUST EAT TAKEAWAY.COM N.V.,7389,"Services-Business Services, NEC"
CIM-PD,CHIMERA INVESTMENT CORP,6798,Real Estate Investment Trusts
CIM-PB,CHIMERA INVESTMENT CORP,6798,Real Estate Investment Trusts
CIM-PC,CHIMERA INVESTMENT CORP,6798,Real Estate Investment Trusts
GLPGF,GALAPAGOS NV,2834,Pharmaceutical Preparations
TYTMF,TOKYO TATEMONO CO LTD,8880,American Depositary Receipts
MOG-B,MOOG INC.,3590,Misc Industrial & Commercial Machinery & Equipment
VLYPP,VALLEY NATIONAL BANCORP,6021,National Commercial Banks
MYTHF,MYTILINEOS HOLDINGS S.A.,,
RYKKF,RYOHIN KEIKAKU CO/ADR,,
HOVNP,HOVNANIAN ENTERPRISES INC,1531,Operative Builders
TWO-PB,TWO HARBORS INVESTMENT CORP.,6798,Real Estate Investment Trusts
SPTJF,SINOPEC SHANGHAI PETROCHEMICAL CO LTD,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers"
TWO-PA,TWO HARBORS INVESTMENT CORP.,6798,Real Estate Investment Trusts
WRB-PE,BERKLEY W R CORP,6331,"Fire, Marine & Casualty Insurance"
SOHGY,ALSOK CO LTD./ADR,,
ASB-PE,ASSOCIATED BANC-CORP,6022,State Commercial Banks
WBS-PF,WEBSTER FINANCIAL CORP,6021,National Commercial Banks
GEF-B,GREIF INC,3412,"Metal Shipping Barrels, Drums, Kegs & Pails"
DAVE,DAVE INC./DE,6199,Finance Services
VLYPO,VALLEY NATIONAL BANCORP,6021,National Commercial Banks
RLJ-PA,RLJ LODGING TRUST,6798,Real Estate Investment Trusts
PEB-PF,PEBBLEBROOK HOTEL TRUST,6798,Real Estate Investment Trusts
BHFAP,BRIGHTHOUSE FINANCIAL INC.,6311,Life Insurance
PEB-PE,PEBBLEBROOK HOTEL TRUST,6798,Real Estate Investment Trusts
CIM-PA,CHIMERA INVESTMENT CORP,6798,Real Estate Investment Trusts
MFA-PB,MFA FINANCIAL INC.,6798,Real Estate Investment Trusts
PEGRF,PENNON GROUP PLC / ADR,,
BATRK,ATLANTA BRAVES HOLDINGS INC.,7900,Services-Amusement & Recreation Services
TY-P,TRI-CONTINENTAL CORP,,
PTXAF,PT XLSMART TELECOM SEJAHTERA TBK/ADR,8880,American Depositary Receipts
HMDCF,HUTCHMED (CHINA) LTD,2834,Pharmaceutical Preparations
FMCCG,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
FNMAM,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies
SOCGP,SOUTHERN CALIFORNIA GAS CO,4922,Natural Gas Transmission
AILLI,AMEREN ILLINOIS CO,4931,Electric & Other Services Combined
TRTN-PA,TRITON INTERNATIONAL LTD,7359,"Services-Equipment Rental & Leasing, NEC"
NSA-PA,NATIONAL STORAGE AFFILIATES TRUST,6798,Real Estate Investment Trusts
BATRB,ATLANTA BRAVES HOLDINGS INC.,7900,Services-Amusement & Recreation Services
WELPP,WISCONSIN ELECTRIC POWER CO,4911,Electric Services
PTGIF,MEDCO ENERGI INTERNASIONAL TBK PT/ADR/,,
AILLM,AMEREN ILLINOIS CO,4931,Electric & Other Services Combined
AILLN,AMEREN ILLINOIS CO,4931,Electric & Other Services Combined
CDGLF,COMFORTDELGRO CORP LTD,,
FNMAN,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies
SRG-PA,SERITAGE GROWTH PROPERTIES,6500,Real Estate
TROLB,TOOTSIE ROLL INDUSTRIES INC,2060,Sugar & Confectionery Products
AILIM,AMEREN ILLINOIS CO,4931,Electric & Other Services Combined
FMCCJ,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
FNMAI,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies
NHNKF,NIHON KOHDEN CORPORATION/ADR,8880,American Depositary Receipts
CODQL,CORONADO GLOBAL RESOURCES INC.,1220,Silver Ores
UA,UNDER ARMOUR INC.,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl
AILLO,AMEREN ILLINOIS CO,4931,Electric & Other Services Combined
LXP-PC,LXP INDUSTRIAL TRUST,6798,Real Estate Investment Trusts
TKCM,TOKEN COMMUNITIES LTD.,6552,Land Subdividers & Developers (No Cemeteries)
FNMAT,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies
AILIN,AMEREN ILLINOIS CO,4931,Electric & Other Services Combined
FNMAK,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies
IFCNF,INFICON HOLDING AG/ADR,,
KLG,WK KELLOGG CO,2040,Grain Mill Products
AHL-PE,ASPEN INSURANCE HOLDINGS LTD,6331,"Fire, Marine & Casualty Insurance"
IVR-PC,INVESCO MORTGAGE CAPITAL INC.,6798,Real Estate Investment Trusts
FNMAL,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies
FNMFM,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies
CENTA,CENTRAL GARDEN & PET CO,5190,Wholesale-Miscellaneous Nondurable Goods
AILLP,AMEREN ILLINOIS CO,4931,Electric & Other Services Combined
WLYB,JOHN WILEY & SONS INC.,2731,Books: Publishing or  Publishing & Printing
FNMAO,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies
FNMAG,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies
FNMFO,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies
AGM-A,FEDERAL AGRICULTURAL MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
ALTB,ALPINE AUTO BROKERS INC.,5990,"Retail-Retail Stores, NEC"
ARZTF,ARYZTA AG (FKA IAWS GROUP PLC),,
BELFB,BEL FUSE INC /NJ,3677,"Electronic Coils, Transformers & Other Inductors"
NGL-PB,NGL ENERGY PARTNERS LP,4922,Natural Gas Transmission
GDV-PH,GABELLI DIVIDEND & INCOME TRUST,,
LILAK,LIBERTY LATIN AMERICA LTD.,4841,Cable & Other Pay Television Services
FISK,EMPIRE STATE REALTY OP L.P.,6798,Real Estate Investment Trusts
GRPFF,GRUPO TELEVISA S.A.B.,4833,Television Broadcasting Stations
EVOTF,EVOTEC SE,2834,Pharmaceutical Preparations
NGL-PC,NGL ENERGY PARTNERS LP,4922,Natural Gas Transmission
ATROB,ASTRONICS CORP,3728,"Aircraft Parts & Auxiliary Equipment, NEC"
GNL-PA,GLOBAL NET LEASE INC.,6798,Real Estate Investment Trusts
BFS-PD,SAUL CENTERS INC.,6798,Real Estate Investment Trusts
FMCCL,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
OGCP,EMPIRE STATE REALTY OP L.P.,6798,Real Estate Investment Trusts
FMCKL,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
PMT-PA,PENNYMAC MORTGAGE INVESTMENT TRUST,6798,Real Estate Investment Trusts
PMT-PB,PENNYMAC MORTGAGE INVESTMENT TRUST,6798,Real Estate Investment Trusts
SBOEF,SBO AG/ADR,,
BASE,COUCHBASE INC.,7372,Services-Prepackaged Software
LILAB,LIBERTY LATIN AMERICA LTD.,4841,Cable & Other Pay Television Services
STSFF,SMARTSTOP SELF STORAGE REIT INC.,6798,Real Estate Investment Trusts
HCXY,HERCULES CAPITAL INC.,,
GAB-PH,GABELLI EQUITY TRUST INC,,
AHL-PD,ASPEN INSURANCE HOLDINGS LTD,6331,"Fire, Marine & Casualty Insurance"
FMCCS,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
MHLA,MAIDEN HOLDINGS LTD.,6331,"Fire, Marine & Casualty Insurance"
AGLY,ATLANTIS GLORY INC.,8742,Services-Management Consulting Services
FMCCO,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
BTQQF,BTQ TECHNOLOGIES CORP.,7370,"Services-Computer Programming, Data Processing, Etc."
CODI-PB,COMPASS DIVERSIFIED HOLDINGS,2510,Household Furniture
FMCKN,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
FREJN,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
CMGMF,CHEMRING GROUP PLC/ADR,,
GLOP-PB,GASLOG PARTNERS LP,4400,Water Transportation
FMCCN,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
FMCKO,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
FMCKJ,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
GLOP-PC,GASLOG PARTNERS LP,4400,Water Transportation
FMCKM,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
FREGP,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
GLOP-PA,GASLOG PARTNERS LP,4400,Water Transportation
FMCCH,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
FMCCK,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
HL-PB,HECLA MINING CO/DE/,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels)
FMCCP,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
AHH-PA,ARMADA HOFFLER PROPERTIES INC.,6500,Real Estate
FMCCM,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
BH,BIGLARI HOLDINGS INC.,5812,Retail-Eating  Places
FMCKP,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
INN-PE,SUMMIT HOTEL PROPERTIES INC.,6798,Real Estate Investment Trusts
GRAF-UN,GRAF GLOBAL CORP.,6770,Blank Checks
KBSR,KBS REAL ESTATE INVESTMENT TRUST III INC.,6798,Real Estate Investment Trusts
SPTN,SPARTANNASH CO,5141,"Wholesale-Groceries, General Line"
IIPR-PA,INNOVATIVE INDUSTRIAL PROPERTIES INC,6500,Real Estate
OBNK,ORIGIN BANCORP INC.,6022,State Commercial Banks
CODI-PA,COMPASS DIVERSIFIED HOLDINGS,2510,Household Furniture
GAM-PB,GENERAL AMERICAN INVESTORS CO INC,0000,
SPLP,STEEL PARTNERS HOLDINGS L.P.,3390,Miscellaneous Primary Metal Products
GTN-A,GRAY MEDIA INC,4833,Television Broadcasting Stations
MEOBF,MESOBLAST LTD,2836,"Biological Products, (No Diagnostic Substances)"
DRDGF,DRDGOLD LTD,1040,Gold and Silver Ores
AGM-PD,FEDERAL AGRICULTURAL MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies
CMRE-PB,COSTAMARE INC.,4412,Deep Sea Foreign Transportation of  Freight
KELYB,KELLY SERVICES INC,7363,Services-Help Supply Services
DGICB,DONEGAL GROUP INC,6331,"Fire, Marine & Casualty Insurance"
HOVVB,HOVNANIAN ENTERPRISES INC,1531,Operative Builders
CMRE-PD,COSTAMARE INC.,4412,Deep Sea Foreign Transportation of  Freight
CMRE-PC,COSTAMARE INC.,4412,Deep Sea Foreign Transportation of  Freight
TNFA,Q/C TECHNOLOGIES INC.,2835,In Vitro & In Vivo Diagnostic Substances
HLTC,NATIONAL HEALTHCARE PROPERTIES INC.,6798,Real Estate Investment Trusts
AACT,KODIAK AI INC.,7373,Services-Computer Integrated Systems Design
HVT-A,HAVERTY FURNITURE COMPANIES INC,5712,Retail-Furniture Stores
GGT-PE,GABELLI MULTIMEDIA TRUST INC.,,
BRCNF,BURCON NUTRASCIENCE CORP,2020,Dairy Products
GGN-PB,GAMCO GLOBAL GOLD NATURAL RESOURCES & INCOME TRUST,,
ARTNB,ARTESIAN RESOURCES CORP,4941,Water Supply
BRSYF,BRAINSWAY LTD.,3841,Surgical & Medical Instruments & Apparatus
CIO-PA,CITY OFFICE REIT INC.,6798,Real Estate Investment Trusts
MITT-PA,AG MORTGAGE INVESTMENT TRUST INC.,6798,Real Estate Investment Trusts
UMH-PD,UMH PROPERTIES INC.,6798,Real Estate Investment Trusts
AIRTP,AIR T INC,4513,Air Courier Services
MITT-PB,AG MORTGAGE INVESTMENT TRUST INC.,6798,Real Estate Investment Trusts
ECCX,EAGLE POINT CREDIT CO INC.,,
CUBI-PF,CUSTOMERS BANCORP INC.,6022,State Commercial Banks
NCV-PA,VIRTUS CONVERTIBLE & INCOME FUND,,
NEWTI,NEWTEKONE INC.,6021,National Commercial Banks
PTCHF,PURETECH HEALTH PLC,2834,Pharmaceutical Preparations
OXLCO,OXFORD LANE CAPITAL CORP.,,
CRD-B,CRAWFORD & CO,6411,"Insurance Agents, Brokers & Service"
GMRE-PA,GLOBAL MEDICAL REIT INC.,6798,Real Estate Investment Trusts
WBHC,WILSON BANK HOLDING CO,6021,National Commercial Banks
LANDM,GLADSTONE LAND CORP,6798,Real Estate Investment Trusts
SENEB,SENECA FOODS CORP,2033,"Canned, Fruits, Veg, Preserves, Jams & Jellies"
GAINL,GLADSTONE INVESTMENT CORPORATION\DE,,
AVHHL,AVITA MEDICAL INC.,3841,Surgical & Medical Instruments & Apparatus
VSOGF,VISTA ENERGY S.A.B. DE C.V.,1311,Crude Petroleum & Natural Gas
GSCCF,IONEER LTD,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels)
HAWEL,HAWAIIAN ELECTRIC CO INC,4911,Electric Services
CKDXF,OPTHEA LTD,2836,"Biological Products, (No Diagnostic Substances)"
CNTHP,CONNECTICUT LIGHT & POWER CO,4911,Electric Services
GUT-PC,GABELLI UTILITY TRUST,,
IHRTB,IHEARTMEDIA INC.,4832,Radio Broadcasting Stations
CNLPL,CONNECTICUT LIGHT & POWER CO,4911,Electric Services
NCZ-PA,VIRTUS CONVERTIBLE & INCOME FUND II,,
BHR-PB,BRAEMAR HOTELS & RESORTS INC.,6798,Real Estate Investment Trusts
